date,eta,eto,eta_eto,fieldstat,irrigation_applied_inches,irrigation_applied_hours,irrigation_recommendation_inches,irrigation_recommendation_hours,gapped,actual_precip_in
2022-07-27,0.10511811023622047,0.2881079132178731,0.36485672698870997,0.4,0.0,0.0,0.0,0.0,false,0
2022-07-28,0.08188976377952757,0.2896141361640263,0.2827547193108984,0.31,0.0,0.0,0.0,0.0,false,0
2022-07-29,0.07874015748031496,0.2849120180157735,0.2763665710863615,0.31,0.0,0.0,0.0,0.0,false,0
2022-07-30,0.08858267716535434,0.265169150659948,0.3340610208423243,0.37,0.0,0.0,0.0,0.0,false,0
2022-07-31,0.08031496062992127,0.2483755718065526,0.3233609490891262,0.36,0.0,0.0,0.0,0.0,false,0
2022-08-01,0.020908000486798004,0.06717152621301824,0.3112628470059373,0.34,0.0,0.0,0.0,0.0,true,0
2022-08-02,0.09527559055118111,0.2894451329341825,0.32916632449593136,0.36,0.0,0.0,0.0,0.0,false,0
2022-08-03,0.08346456692913387,0.28383246702147724,0.29406278923974616,0.33,0.0,0.0,0.0,0.0,false,0
2022-08-04,0.08543307086614173,0.28546348035923175,0.299278460273207,0.33,0.0,0.0,0.0,0.0,false,0
2022-08-05,0.10984251968503937,0.25836977827409896,0.4251368732782276,0.47,0.0,0.0,0.0,0.0,false,0
2022-08-06,0.09685039370078741,0.27548934823428994,0.3515576711823391,0.39,0.0,0.0,0.0,0.0,false,0
2022-08-07,0.1015748031496063,0.2750639559680459,0.3692770388331295,0.41,0.0,0.0,0.0,0.0,false,0
2022-08-08,0.10669291338582677,0.272645742907345,0.391324332623396,0.43,0.0,0.0,0.0,0.0,false,0
2022-08-09,0.19015748031496063,0.27085384303956417,0.7020667611025329,0.78,0.0,0.0,0.0,0.0,false,0
2022-08-10,0.2279527559055118,0.26551236810323436,0.8585391239359558,0.95,0.0,0.0,0.0,0.0,false,0
2022-08-11,0.2279527559055118,0.2664241916968807,0.8556008163284997,0.95,0.0,0.0,0.0,0.0,false,0
2022-08-12,0.2346456692913386,0.2641966489701447,0.8881477876649924,0.98,0.0,0.0,0.0,0.0,false,0
2022-08-13,0.2346456692913386,0.26587717599805205,0.8825340814250928,0.98,0.0,0.0,0.0,0.0,false,0
2022-08-14,0.22952755905511812,0.2668546289293875,0.860122082108808,0.95,0.0,0.0,1.4515748031496065,0.0,false,0
2022-08-15,0.21968503937007874,0.26255678359967966,0.8367143912953801,0.93,0.0,0.0,1.5645669291338584,0.0,false,0
2022-08-16,0.22322834645669293,0.259092754273782,0.861576955644266,0.95,0.0,0.0,1.5976377952755905,0.0,false,0
2022-08-17,0.0802010808594616,0.09404392575748474,0.8528044763494846,0.94,0.0,0.0,1.4531496062992126,0.0,true,0
2022-08-18,0.22125984251968506,0.2612406289073724,0.8469580074320552,0.94,0.0,0.0,1.4431932068437134,0.0,false,0
2022-08-19,0.2279527559055118,0.2706316413988648,0.8422989814762584,0.93,0.0,0.0,1.4130736465143263,0.0,false,0
2022-08-20,0.2248031496062992,0.2687911937767367,0.8363486409194832,0.92,0.0,0.0,1.4266577737728472,0.0,false,0
2022-08-21,0.2248031496062992,0.2629354762114417,0.8549745848122905,0.95,0.0,0.0,1.4219333643240284,0.0,false,0
2022-08-22,0.21653543307086615,0.2605554488841854,0.8310531750464916,0.92,0.0,0.0,1.4187837580248162,0.0,false,0
2022-08-23,0.21496062992125986,0.26289312441751794,0.8176730768350817,0.9,0.0,0.0,1.410516041489383,0.0,false,0
2022-08-24,0.21968503937007874,0.2609676811040373,0.841809370572976,0.93,0.0,0.0,1.55,0.0,false,0
2022-08-25,0.20196850393700788,0.25278394342326943,0.7989767910172421,0.88,0.0,0.0,1.530708661417323,0.0,false,0
2022-08-26,0.21181102362204726,0.2542652722261967,0.8330316671543656,0.92,0.0,0.0,1.5145669291338586,0.0,false,0
2022-08-27,0.19015748031496063,0.24953426562360276,0.7620495719886182,0.84,0.0,0.0,1.4799212598425195,0.0,false,0
2022-08-28,0.18858267716535435,0.246920732872975,0.763737718461933,0.84,0.0,0.0,1.4437007874015746,0.0,false,0
2022-08-29,0.18700787401574803,0.2320122319001343,0.8060259258065428,0.89,0.0,0.0,1.4141732283464565,0.0,false,0
2022-08-30,0.2035433070866142,0.250370280645492,0.8129691214222756,0.9,0.0,0.0,1.4027559055118113,0.0,false,0
2022-08-31,0.20511811023622048,0.24844770858050816,0.8255987201820099,0.91,0.0,0.0,1.3881889763779527,0.0,false,0
2022-09-01,0.23307086614173228,0.24580320598493055,0.9482010830892953,1.05,0.0,0.0,1.4192913385826773,0.0,false,0
2022-09-02,0.22322834645669293,0.24397225447113458,0.9149743151760892,1.01,0.0,0.0,1.430708661417323,0.0,false,0
2022-09-03,0.21181102362204726,0.23951828928312835,0.8843208769400943,0.98,0.0,0.0,1.4523622047244096,0.0,false,0
2022-09-04,0.22322834645669293,0.24513966812965138,0.9106169889184569,1.01,0.0,0.0,1.4870078740157482,0.0,false,0
2022-09-05,0.23307086614173228,0.24461612354573264,0.9528025494123167,1.05,0.0,0.0,1.5330708661417323,0.0,false,0
2022-09-06,0.21496062992125986,0.24345275474109282,0.8829665129477225,0.98,0.0,0.0,1.544488188976378,0.0,false,0
2022-09-07,0.21653543307086615,0.24026464189928282,0.9012371997775529,1.0,0.0,0.0,1.5559055118110239,0.0,false,0
2022-09-08,0.21496062992125986,0.24027315111475162,0.8946510624426663,0.99,0.0,0.0,1.5377952755905513,0.0,false,0
2022-09-09,0.21968503937007874,0.2331621911560843,0.9421983825114097,1.04,0.0,0.0,1.534251968503937,0.0,false,0
2022-09-10,0.18385826771653543,0.21427669937182028,0.8580413467985069,0.95,0.0,0.0,1.5062992125984256,0.0,false,0
2022-09-11,0.14266771216654225,0.15882021557589024,0.8982969305841944,0.99,0.0,0.0,1.4208661417322836,0.0,true,0
2022-09-12,0.09882497611780271,0.10986507345245465,0.8995122199647035,0.99,0.0,0.0,1.282825192481503,0.0,true,0.03149606299212599
2022-09-13,0.09539878527630781,0.1077607177492743,0.8852834991158015,0.98,0.0,0.0,1.171930843639393,0.0,true,0
2022-09-14,0.14094488188976378,0.21202031456784154,0.6647706479308365,0.74,0.0,0.0,1.0963402924582906,0.0,false,0
2022-09-15,0.1362204724409449,0.21242495883568882,0.6412639700512393,0.71,0.0,0.0,1.017600134977976,0.0,false,0
2022-09-16,0.11496062992125984,0.2135240620708037,0.538396604140752,0.6,0.0,0.0,0.9128757255291569,0.0,false,0
2022-09-17,0.1,0.19570577879462583,0.5109711149865446,0.57,0.0,0.0,0.8290174578126213,0.0,false,0.03937007874015748
2022-09-18,0.037100402058893964,0.06583409437377943,0.5635438963928453,0.62,0.0,0.0,0.7143025015515909,0.0,true,0.4212598425196851
2022-09-19,0.0663714486074978,0.12345025226833756,0.5376372051733807,0.59,0.0,0.0,0.7214755652879578,0.0,true,0.5118110236220472
2022-09-20,0.13110236220472443,0.17485882043582232,0.7497612180956141,0.83,0.0,0.0,0.0,0.0,false,0
2022-09-21,0.1346456692913386,0.16360017854360345,0.8230166402627258,0.91,0.0,0.0,0.0,0.0,false,0.011811023622047246
2022-09-22,0.165748031496063,0.20747980747803793,0.7988634340409617,0.88,0.0,0.0,0.0,0.0,false,0
2022-09-23,0.12952755905511812,0.20762687773165228,0.6238477429811676,0.69,0.0,0.0,0.7644954727136359,0.0,false,0
2022-09-24,0.12125984251968505,0.2068975989199982,0.5860862724007396,0.65,0.0,0.0,0.7857553152333209,0.0,false,0
2022-09-25,0.11338582677165354,0.20557348092801767,0.5515586264327353,0.61,0.0,0.0,0.8620407399460804,0.0,false,0
2022-09-26,0.10669291338582677,0.20150315878921096,0.529485066273509,0.59,0.0,0.0,0.9023622047244094,0.0,false,0
2022-09-27,0.09685039370078741,0.19179206026015697,0.5049760327378223,0.56,0.0,0.0,0.8681102362204726,0.0,false,0
2022-09-28,0.1,0.1925266666463122,0.5194085668335414,0.57,0.0,0.0,0.833464566929134,0.0,false,0
2022-09-29,0.08700787401574804,0.19328391711670184,0.45015578799147593,0.5,0.0,0.0,0.754724409448819,0.0,false,0
